#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTBweird_butcher_events.10;I don't think that's chicken, but I can't do anything without proof.;;;;;;;;;;;;;x
EVTDESCweird_butcher_events.20;You have a strong craving for some of that strange meat, it made you quite potent, so you visit the butcher. But some nasty rumors spread around him in the last months.;;;;;;;;;;;;;x
EVTOPTAweird_butcher_events.20;I don't care about these rumors. GIVE ME MORE!!!;;;;;;;;;;;;;x
EVTOPTBweird_butcher_events.20;I can't eat more of this, it's unnatural. What have I done...;;;;;;;;;;;;;x
EVTDESCweird_butcher_events.21;This meat does something strange to your mind.;;;;;;;;;;;;;x
EVTOPTAweird_butcher_events.21;HAHAHAHAHA;;;;;;;;;;;;;x
EVTDESCweird_butcher_events.22;You begin to hear strange voices, but nobody is even close to you.;;;;;;;;;;;;;x
EVTOPTAweird_butcher_events.22;What do you mean, you want your leg back?;;;;;;;;;;;;;x
ate_weird_flesh;Ate weird flesh;;;;;;;;;;;;;x
ate_weird_flesh_desc;This character is customer of a dubious butcher;;;;;;;;;;;;;x
look_for_minerals_decision;Look for Minerals;Look for Minerals;;;Look for Minerals;;;;;;;;;x
look_for_minerals_decision_desc; You want to know if there are valuable resources around your capital;;;;;;;;;;;;;x
EVTDESCmining_events.10;You could ask the citadel for a Maester who is known for his geology knowledge to look for valuable minerals around your capital.;;;;;;;;;x
EVTOPTAmining_events.10;Yes, im sure he will find something;;;;;;;;;x
EVTOPTBmining_events.10;No, I don't think there is much potential for mines;;;;;;;;;x
EVTDESCmining_events.11;The Maester you sent to look for minerals found something. He knows the perfect location for a new mine close to your capital!;;;;;;;;;x
EVTOPTAmining_events.11;Yes! I knew my lands were rich;;;;;;;;;x
ca_small_goldmine;Small Goldmine;Small Goldmine;Small Goldmine;;Small Goldmine;;;;;;;;;x
ct_small_goldmine;Small Goldmine;Small Goldmine;Small Goldmine;;Small Goldmine;;;;;;;;;x
tp_small_goldmine;Small Goldmine;Small Goldmine;Small Goldmine;;Small Goldmine;;;;;;;;;x
ca_small_goldmine_desc;A small goldmine;;;;;;;;;x
ca_big_goldmine;Big Goldmine;Big Goldmine;Big Goldmine;;Big Goldmine;;;;;;;;;x
ct_big_goldmine;Big Goldmine;Big Goldmine;Big Goldmine;;Big Goldmine;;;;;;;;;x
tp_big_goldmine;Big Goldmine;Big Goldmine;Big Goldmine;;Big Goldmine;;;;;;;;;x
ca_big_goldmine_desc;A big goldmine;;;;;;;;;x
ca_small_silvermine;Small Silvermine;Small Silvermine;Small Silvermine;;Small Silvermine;;;;;;;;;x
ct_small_silvermine;Small Silvermine;Small Silvermine;Small Silvermine;;Small Silvermine;;;;;;;;;x
tp_small_silvermine;Small Silvermine;Small Silvermine;Small Silvermine;;Small Silvermine;;;;;;;;;x
ca_small_silvermine_desc;A small silvermine;;;;;;;;;x
ca_big_silvermine;Big Silvermine;Big Silvermine;Big Silvermine;;Big Silvermine;;;;;;;;;x
ct_big_silvermine;Big Silvermine;Big Silvermine;Big Silvermine;;Big Silvermine;;;;;;;;;x
tp_big_silvermine;Big Silvermine;Big Silvermine;Big Silvermine;;Big Silvermine;;;;;;;;;x
ca_big_silvermine_desc;A big silvermine;;;;;;;;;x
ca_small_coppermine;Small Coppermine;Small Coppermine;Small Coppermine;;Small Coppermine;;;;;;;;;x
ct_small_coppermine;Small Coppermine;Small Coppermine;Small Coppermine;;Small Coppermine;;;;;;;;;x
tp_small_coppermine;Small Coppermine;Small Coppermine;Small Coppermine;;Small Coppermine;;;;;;;;;x
ca_small_coppermine_desc;A small coppermine;;;;;;;;;x
ca_big_coppermine;Big Coppermine;Big Coppermine;Big Coppermine;;Big Coppermine;;;;;;;;;x
ct_big_coppermine;Big Coppermine;Big Coppermine;Big Coppermine;;Big Coppermine;;;;;;;;;x
tp_big_coppermine;Big Coppermine;Big Coppermine;Big Coppermine;;Big Coppermine;;;;;;;;;x
ca_big_coppermine_desc;A big coppermine;;;;;;;;;x
ca_small_ironmine;Small Ironmine;Small Ironmine;Small Ironmine;;Small Ironmine;;;;;;;;;x
ct_small_ironmine;Small Ironmine;Small Ironmine;Small Ironmine;;Small Ironmine;;;;;;;;;x
tp_small_ironmine;Small Ironmine;Small Ironmine;Small Ironmine;;Small Ironmine;;;;;;;;;x
ca_small_ironmine_desc;A small ironmine, your troops will be upgraded;;;;;;;;;x
ca_big_ironmine;Big Ironmine;Big Ironmine;Big Ironmine;;Big Ironmine;;;;;;;;;x
ct_big_ironmine;Big Ironmine;Big Ironmine;Big Ironmine;;Big Ironmine;;;;;;;;;x
tp_big_ironmine;Big Ironmine;Big Ironmine;Big Ironmine;;Big Ironmine;;;;;;;;;x
ca_big_ironmine_desc;A big ironmine, your troops will be upgraded;;;;;;;;;x
ca_small_dragonglassmine;Small Dragonglassmine;Small Dragonglassmine;Small Dragonglassmine;;Small Dragonglassmine;;;;;;;;;x
ct_small_dragonglassmine;Small Dragonglassmine;Small Dragonglassmine;Small Dragonglassmine;;Small Dragonglassmine;;;;;;;;;x
tp_small_dragonglassmine;Small Dragonglassmine;Small Dragonglassmine;Small Dragonglassmine;;Small Dragonglassmine;;;;;;;;;x
ca_small_dragonglassmine_desc;A small dragonglassmine, your troops will be upgraded;;;;;;;;;x
ca_big_dragonglassmine;Big Dragonglassmine;Big Dragonglassmine;Big Dragonglassmine;;Big Dragonglassmine;;;;;;;;;x
ct_big_dragonglassmine;Big Dragonglassmine;Big Dragonglassmine;Big Dragonglassmine;;Big Dragonglassmine;;;;;;;;;x
tp_big_dragonglassmine;Big Dragonglassmine;Big Dragonglassmine;Big Dragonglassmine;;Big Dragonglassmine;;;;;;;;;x
ca_big_dragonglassmine_desc;A small dragonglassmine, your troops will be upgraded;;;;;;;;;x
found_gold;Found Gold;;;;;;;;;;;;;x
found_gold_desc;It is possible to build a goldmine in this province;;;;;;;;;;;;;x
found_silver;Found Silver;;;;;;;;;;;;;x
found_silver_desc;It is possible to build a silvermine in this province;;;;;;;;;;;;;x
found_iron;Found Iron;;;;;;;;;;;;;x
found_iron_desc;It is possible to build a ironmine in this province;;;;;;;;;;;;;x
found_dragonglass;Found Dragonglass;;;;;;;;;;;;;x
found_dragonglass_desc;It is possible to build a dragonglassmine in this province;;;;;;;;;;;;;x
found_copper;Found Copper;;;;;;;;;;;;;x
found_copper_desc;It is possible to build a coppermine in this province;;;;;;;;;;;;;x
tp_reliquary_shrine;Reliquary Shrine;Reliquary Shrine;Reliquary Shrine;;Reliquary Shrine;;;;;;;;;x
tp_reliquary_shrine_desc;This shrine contains holy reliquaries. What do you mean the shrine in the next temple has the same?;;;;;;;;;;;;;x
buy_dragonglass_dagger_decision;Buy Dragonglass Dagger;Buy Dragonglass Dagger;;;Buy Dragonglass Dagger;;;;;;;;;x
buy_dragonglass_dagger_decision_desc; You want to buy one of these dragonglass daggers.;;;;;;;;;;;;;x
EVTDESCmining_events.20;The local smith got famous for his ability to use the dragonglass from a local mine. While you visit him he offers you a dragonglass dagger.;;;;;;;;;x
EVTOPTAmining_events.20;Yes, I will buy it;;;;;;;;;x
EVTOPTBmining_events.20;No, it is too expensive;;;;;;;;;x
ca_stonemason;Stonemason;Stonemason;;;Stonemason;;;;;;;;;x
ct_stonemason;Stonemason;Stonemason;;;Stonemason;;;;;;;;;x
ca_stonemason_desc;The skills of a stonemason decides how fast the provinces grows;;;;;;;;;;;;;x
sabotaging_stonemason;Sabotaging Stonemason;;;;;;;;;;;;;x
sabotaging_stonemason_desc;The stonemason guild master hates his liege;;;;;;;;;;;;;x
bad_stonemason;Lazy Stonemason;;;;;;;;;;;;;x
bad_stonemason_desc;The stonemason guild master is very lazy;;;;;;;;;;;;;x
skilled_stonemason;Skilled Stonemason;;;;;;;;;;;;;x
skilled_stonemason_desc;The stonemason guild master is very proficient;;;;;;;;;;;;;x
master_stonemason;Master Stonemason;;;;;;;;;;;;;x
master_stonemason_desc;The stonemason guild master is a master of his craft;;;;;;;;;;;;;x
legend_stonemason;Legendary Stonemason;;;;;;;;;;;;;x
legend_stonemason_desc;The stonemason guild master is one of the best ever;;;;;;;;;;;;;x
EVTDESCstonemason_events.10;The stonemason guild has a new master!;;;;;;;;;;;;;x
EVTOPTAstonemason_events.10;I hope he is competent;;;;;;;;;;;;;x
ca_fighting_arena;Fighting Arena;Fighting Arena;;;Fighting Arena;;;;;;;;;x
ct_fighting_arena;Fighting Arena;Fighting Arena;;;Fighting Arena;;;;;;;;;x
ca_fighting_arena_desc;The fighting arena is a good way to train your troops;;;;;;;;;;;;;x
tp_sacrificial_altar;Sacrificial Altar;Sacrificial Altar;;;Sacrificial Altar;;;;;;;;;x
tp_sacrificial_altar_desc;A place to sacrifice to the Black Goat. You could even sacrifice your child to win a almost lost war...;;;;;;;;;;;;;x
sacrifced_child;Sacrificed Child;;;;;;;;;;;;;x
sacrifced_child_desc;Sacrificed his child to the Black Goat in a time of danger;;;;;;;;;;;;;x
sacrifice_child_decision;Sacrifice your child.;;;;;;;;;;;;;x
sacrifice_child_decision_named;Sacrifice your child.;;;;;;;;;;;;;x
sacrifice_child_decision_desc;Sacrifice your child to win the war.;;;;;;;;;;;;;x
EVTDESCmore_rel_events.10;You are losing the war and you are willing to make the greatest sacrifice. Your own child. There is no other option than to pray to the Black Goat and ask him for help;;;;;;;;;;;;;x
EVTOPTAmore_rel_events.10;I have to do this, there is no other way.;;;;;;;;;;;;;x
visit_barber_surgeon_decision;Visit Barber Surgeon;Visit Barber Surgeon;Visit Barber Surgeon;;;Visit Barber Surgeon;;;;;;;;;x
visit_barber_surgeon_decision_desc;Visit the Barber Surgeon to treat your wounds.;;;;;;;;;;;;;x
ca_glass_garden;Glass Garden;Glass Garden;;;Glass Garden;;;;;;;;;x
ct_glass_garden;Glass Garden;Glass Garden;;;Glass Garden;;;;;;;;;x
tp_glass_garden;Glass Garden;Glass Garden;;;Glass Garden;;;;;;;;;x
ca_glass_garden_desc;The glass garden is a greenhouse heated by the hot springs, which turn it into a place of moist warmth. It is used to grow fruits, vegetables and flowers.;;;;;;;;;;;;;x
going_out_decision;Go Out;Go Out;Go Out;;;Go Out;;;;;;;;;x
going_out_decision_desc;Sneak out to have some fun;;;;;;;;;;;;;x
ate_foul_meat;Ate Foul Meat;;;;;;;;;;;;;x
ate_foul_meat_desc;This idiot ate rotten meat although he knew about;;;;;;;;;;;;;x
iron_stomach;Iron Stomach;;;;;;;;;;;;;x
iron_stomach_desc; This person is known to be able to eat almost everything;;;;;;;;;;;;;x
half_undead;Half Undead;;;;;;;;;;;;;x
half_undead_desc;A horrible experiment on this person was interrupted;;;;;;;;;;;;;x
ca_crazy_alchemist_workshop;Crazy Alchemist Workshop;Crazy Alchemist Workshop;;;Crazy Alchemist Workshop;;;;;;;;;x
ct_crazy_alchemist_workshop;Crazy Alchemist Workshop;Crazy Alchemist Workshop;;;Crazy Alchemist Workshop;;;;;;;;;x
tp_crazy_alchemist_workshop;Crazy Alchemist Workshop;Crazy Alchemist Workshop;;;Crazy Alchemist Workshop;;;;;;;;;x
ca_crazy_alchemist_workshop_desc;Have you already met this weird alchemist?;;;;;;;;;;;;;x
ca_apple_tree_orchard;Apple Tree Orchard;Apple Tree Orchard;;;Apple Tree Orchard;;;;;;;;;x
ct_apple_tree_orchard;Apple Tree Orchard;Apple Tree Orchard;;;Apple Tree Orchard;;;;;;;;;x
tp_apple_tree_orchard;Apple Tree Orchard;Apple Tree Orchard;;;Apple Tree Orchard;;;;;;;;;x
ca_apple_tree_orchard_desc;You need seeds to build an orchard;;;;;;;;;;;;;x
ca_lemon_tree_orchard;Lemon Tree Orchard;Lemon Tree Orchard;;;Lemon Tree Orchard;;;;;;;;;x
ct_lemon_tree_orchard;Lemon Tree Orchard;Lemon Tree Orchard;;;Lemon Tree Orchard;;;;;;;;;x
tp_lemon_tree_orchard;Lemon Tree Orchard;Lemon Tree Orchard;;;Lemon Tree Orchard;;;;;;;;;x
ca_lemon_tree_orchard_desc;You need seeds to build an orchard;;;;;;;;;;;;;x
ca_hanging_gardens;Hanging Gardens;Hanging Gardens;;;Hanging Gardens;;;;;;;;;x
ct_hanging_gardens;Hanging Gardens;Hanging Gardens;;;Hanging Gardens;;;;;;;;;x
tp_hanging_gardens;Hanging Gardens;Hanging Gardens;;;Hanging Gardens;;;;;;;;;x
ca_hanging_gardens_desc;These gardens are well-known not just for their beauty, but also for the marvelous feats of water engineering that maintained the gardens;;;;;;;;;;;;;x
ca_brewery;Brewery;Brewery;;;Brewery;;;;;;;;;x
ct_brewery;Brewery;Brewery;;;Brewery;;;;;;;;;x
tp_brewery;Brewery;Brewery;;;Brewery;;;;;;;;;x
ca_brewery_desc;A normal Brewery, maybe you can expand it if you know about a master brewer?;;;;;;;;;x
ca_famous_brewery;Famous Brewery;Famous Brewery;;;Famous Brewery;;;;;;;;;x
ct_famous_brewery;Famous Brewery;Famous Brewery;;;Famous Brewery;;;;;;;;;x
tp_famous_brewery;Famous Brewery;Famous Brewery;;;Famous Brewery;;;;;;;;;x
ca_famous_brewery_desc;The Owner of this lands befriended a master brewer, who opened this brewery known for its ale in westeros and essos;;;;;;;;;x
EVTDESCgoing_out_events.10;It is peace and you decide to disguise yourself to go out. When you stroll through the streets you can smell something weird from a small alley, but also hear loud voices ahead. Where do you go?;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.10;What is this smell? I have to find out.;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.10;I will go ahead, these voices sound foreign.;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.10;I rather look for a quiet place to find some rest.;;;;;;;;;;;;;x
EVTOPTDgoing_out_events.10;On second thought I think it is not safe enough outside without my guards.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.111;You see a small butcher in front of you, several people are complaining about his foul meat. When you come closer you can smell something is off...;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.111;The meat looks good to me, give me something of it!;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.111;I want some of his profits, I will tell him I could close his shop...;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.111;He sells foul meat! I have to order him to stop!;;;;;;;;;;;;;x
EVTDESCgoing_out_events.112;In front of you is a very small shop, a customer is loudly complaining about the high prices and you can smell chemical substances a pyromancer would use. You enter the shop and a pale old man with glassy eyes greets you.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.112;I want to look at your wares;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.112;I like the alchemie, I offer you patronage and your own workshop.;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.112;What is this? Don't sell your foul magic here, leave!;;;;;;;;;;;;;x
EVTDESCgoing_out_events.1121;"I have some very special items, a man like you will surely be interested in them" He showes you his wares.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.1121;I will buy this blue wine.;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.1121;This ruby looks interesting.;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.1121;I have heard about glass candles. I need one.;;;;;;;;;;;;;x
EVTOPTDgoing_out_events.00;There is nothing interesting to buy for me.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.1122;What is happening? You went to bed, but now you are in a dark cellar. Tubes come out of your arm and something about your body feels off, but you can break your shackles easily! You stand up off a table and look to escape.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.1122;Uhm the door is open? I should hurry home and keep quiet about this...;;;;;;;;;;;;;x
EVTDESCgoing_out_events.121;You follow the loud voices and reach the library. In front of it a foreign looking man tries to sell his books to the library, but the librarian is telling him he can't spend the whole budget on one or two books.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.121;I will buy one of your books.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.122;You go ahead the main road and reach a market. A lot of different stalls sell their goods and you already wonder if you brought enough money with you.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.122;The smith should have what I need.;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.122;I am hungry, what kind of food can I buy?;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.122;These elixirs are very colourful...;;;;;;;;;;;;;x
EVTOPTDgoing_out_events.122;This merchant looks lost, maybe I can help him?;;;;;;;;;;;;;x
EVTDESCgoing_out_events.1221;It looks like this smith is also a trader, he has some exotic weapons.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.1221;This curved blade looks impressive.;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.1221;The Dornish are known for their spears.;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.1221;I want a small, fast weapon.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.1222;You look around the found stands and a fire red fruit catches your attention, when you ask about it the merchant at the booth says it is delicious, but very hot, he also offers you some tree seeds.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.1222;I'm hungry, I will taste the fruit - What is this? - it BURNS;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.1222;I will buy some apple seeds for an orchard.;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.1222;I will buy some lemon seeds for an orchard.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.1223;The merchant has a lazy eye and foreign colourful clothes. He smiles at you and assures that his elixirs are 100 percent working and with no side effects...;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.1223;I will buy the "love" elixir.;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.1223;I will buy the "battle" elixir.;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.1223;I will buy the "health" elixir.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.1224;The merchant tells you he is looking to import resources to his home country. You could say that you want to invest in his business and give him a tip about cheap, but quality goods from your capital.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.1224;Your capital is known for fine wool and clothes.;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.1224;The forests around your capital produce quality wood.;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.1224;Your capital has productive quarries.;;;;;;;;;;;;;x
EVTOPTDgoing_out_events.1224;I have no idea about economics.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.12241;Your investment was a success!;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.12241;Good.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.12242;Your investment was a failure!;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.12242;Oh no.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.13;You look for a place to rest. There is a wonderful garden ahead, but you could also sit on the bench right next to you and enjoy the silence.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.13;I'm very tired, maybe I should try to sleep.;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.13;Huh? Did I see something rushing around the corner?;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.13;I will go to the garden.;;;;;;;;;;;;;x
EVTOPTDgoing_out_events.13;My feet are hurting, I should sit on the bench for a while.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.131;You wake up in the middle of the night and a man with lantern is next to you. He is a night watchman and of course he recogniced you, after some staring you quickly leave.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.131;That was embarrassing, but at least I got the rest I needed.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.132;You rush after a small animal and try to catch it.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.132;I got it! I will keep it as a pet.;;;;;;;;;;;;;x
EVTOPTBgoing_out_events.132;It was so fast that I don't even saw what it was.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.133;You go to the garden and after a while a beautiful lady appears. She tells you that she cares for the garden and after a long conversation she also cares for you...;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.133;I certainly learned a few new things about... gardening.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.134;After a while a tottering guy stumbles over your shoes. You help him up and he offers you to drink some of his self brewed ale. Then he drags you to the next tavern and you two have a few more drinks to compare them.;;;;;;;;;;;;;x
EVTOPTAgoing_out_events.134;This guy is a master brewer. I should build him a brewery.;;;;;;;;;;;;;x
EVTDESCgoing_out_events.14;Horror stories about abductions you heard among the nobles come to your mind. You head back.;;;;;;;;;;;;;x
EVTOPTCgoing_out_events.14;Maybe i should read a book instead of looking for my own adventure.;;;;;;;;;;;;;x
went_out;Went Out;Went Out;Went Out;;;Went Out;;;;;;;;;x
visited_barber_surgeon;Visited Barber Surgeon;Visited Barber Surgeon;;;Visited Barber Surgeon;;;;;;;;;x
love_elixir_decision;Drink Love Elixir;Drink Love Elixir;;;Drink Love Elixir;;;;;;;;;x
love_elixir_decision_desc;You want to be more popular?;;;;;;;;;x
battle_elixir_decision;Drink Battle Elixir;Drink Battle Elixir;;;Drink Battle Elixir;;;;;;;;;x
battle_elixir_decision_desc;Do you need strength for fights?;;;;;;;;;x
health_elixir_decision;Drink Health Elixir;Drink Health Elixir;;;Drink Health Elixir;;;;;;;;;x
health_elixir_decision_desc;Are you wounded or sick?;;;;;;;;;x
EVTDESCelixir_events.10;The love elixir had side effects...;;;;;;;;;;;;;x
EVTOPTAelixir_events.10;Who could have predicted this?;;;;;;;;;;;;;x
EVTDESCelixir_events.20;The battle elixir had side effects...;;;;;;;;;;;;;x
EVTOPTAelixir_events.20;Who could have predicted this?;;;;;;;;;;;;;x
EVTDESCelixir_events.30;The health elixir had side effects...;;;;;;;;;;;;;x
EVTOPTAelixir_events.30;Who could have predicted this?;;;;;;;;;;;;;x
ca_secret_passage;Secret Passage;Secret Passage;;;Secret Passage;;;;;;;;;x
ct_secret_passage;Secret Passage;Secret Passage;;;Secret Passage;;;;;;;;;x
tp_secret_passage;Secret Passage;Secret Passage;;;Secret Passage;;;;;;;;;x
ca_secret_passage_desc;With this passage you can go in and out unnoticed;;;;;;;;;x
love_elixir;Love Elixir Effect;Love Elixir Effect;;;Love Elixir Effect;;;;;;;;;x
love_elixir_desc;The love elixir was very potent;;;;;;;;;x
battle_elixir;Battle Elixir Effect;Battle Elixir Effect;;;Battle Elixir Effect;;;;;;;;;x
battle_elixir_desc;The battle elixir was very potent;;;;;;;;;x
health_elixir;Health Elixir Effect;Health Elixir Effect;;;Health Elixir Effect;;;;;;;;;x
health_elixir_desc;The health elixir was very potent;;;;;;;;;x
create_monster_decision;Create Loyal Servant;Create Loyal Servant;;;Create Loyal Servant;;;;;;;;;x
